StoreCode,lat,lon,HEAD,Area_manager,Supervisor,District,Main_City,City,Format,Growth_Phase,Status
P090,26.36859681,50.05849954,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Destination,Pipeline,Operating
P215,26.20294842,50.1888889,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Al-khober,Convenient,Organic,Operating
P216,26.41005809,50.11067428,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Convenient,Organic,Operating
P217,26.44389133,50.08062817,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Destination,Organic,Operating
P218,26.36588857,50.06944708,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Convenient,Organic,Operating
P229,26.42039455,50.02197454,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Convenient,Organic,Operating
P237,26.29419824,50.21745074,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Al-khober,Convenient,Organic,Operating
P246,26.38181311,50.07096444,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Convenient,Organic,Operating
P262,26.45962378,50.0612007,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Convenient,Infant,Operating
P285,26.36745628,49.96436381,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Convenient,Organic,Operating
P310,26.28362454,50.19985949,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Al-khober,Convenient,Child,Operating
P326,26.99640697,49.64519726,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Convenient,Child,Operating
P353,26.36851032,50.12494007,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Plaza,Child,Operating
P365,26.43689126,50.08422219,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Convenient,Child,Operating
P381,26.43689086,50.08422174,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Convenient,Infant,Operating
P392,26.40843963,50.01500194,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Convenient,Child,Operating
P408,26.36416874,50.09562551,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Convenient,Infant,Operating
P422,26.37845667,50.04904304,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Convenient,Infant,Operating
P439,26.38020647,50.00314656,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Convenient,Infant,Operating
P442,26.30377749,50.17433263,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Al-khober,Plaza,Infant,Operating
P447,26.32892973,50.00441279,Diaa Jaber,Nour Saad,A. Abdul-Aty,East,Dammam,Dammam,Convenient,Infant,Operating
P015,21.48210504,39.18338641,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P022,21.48507927,39.18352851,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P031,21.49788684,39.26549311,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P033,21.48730678,39.19061832,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P058,21.49888261,39.27700122,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P138,21.32733279,39.24736089,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Provider,Child,Operating
P143,21.49417266,39.17984499,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P144,21.3125769,39.26073091,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P146,21.48075363,39.25735529,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Infant,Operating
P154,21.49795735,39.28794301,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P172,21.49668607,39.26569569,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P199,21.39851146,39.28555395,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P200,21.40115077,39.27769327,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P255,21.50796202,39.17970373,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Provider,Organic,Operating
P291,21.45996059,39.24644935,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P300,21.52265161,39.23960948,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Infant,Operating
P306,21.48604118,39.18256775,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Infant,Operating
P360,21.42456093,39.36112341,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Child,Operating
P373,21.32807758,39.25321663,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Child,Operating
P374,21.29547243,39.26234162,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Infant,Operating
P418,21.43828536,39.25083455,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Infant,Operating
P461,21.39727904,39.27533309,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,Convenient,Infant,Operating
P486,21.58347837,39.21141449,M. Salem,I.Elmasry,A. Mersal,Jeddah,JED-2,Jeddah,No Data,Pipeline,Pipeline
P003,21.47784853,39.78894436,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Convenient,Organic,Operating
P006,21.38419698,39.7872222,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Convenient,Organic,Operating
P009,21.51204363,39.78008203,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Convenient,Organic,Operating
P013,21.55804203,39.77554142,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Convenient,Organic,Operating
P024,21.36685827,39.79442524,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Convenient,Organic,Operating
P027,21.46025302,39.80989216,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Convenient,Organic,Operating
P041,21.31675016,39.68322619,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Provider,Organic,Operating
P087,21.40060331,39.78433197,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Provider,Child,Operating
P089,21.4779549,39.7932778,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Convenient,Organic,Operating
P091,21.39025059,39.78649464,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Destination,Organic,Operating
P096,21.55311944,39.78158295,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Convenient,Organic,Operating
P112,21.42008051,39.82815112,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Haram,Organic,Operating
P126,21.52727002,39.78715844,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Convenient,Organic,Operating
P191,21.44713718,39.76348994,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Convenient,Organic,Operating
P193,21.37305896,39.80020425,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Convenient,Organic,Operating
P196,21.37899264,39.80322064,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Convenient,Organic,Operating
P210,21.43413919,39.79347155,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Convenient,Organic,Operating
P231,21.33534537,39.69243733,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Convenient,Organic,Operating
P232,21.33968605,39.69538373,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Convenient,Organic,Operating
P330,21.62135104,39.70233138,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Destination,Child,Operating
P350,21.41936748,39.82425991,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Haram,Child,Operating
P484,21.61552992,39.69186013,Husien Wagieh,A.Salem,A.Abdul Latif,Makkah,Makkah,Makkah,Convenient,Infant,Operating
P045,21.33827768,40.45588673,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P049,21.24212662,40.41083283,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Destination,Organic,Operating
P053,21.92270861,42.02852619,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P059,21.26982582,40.39781345,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P061,21.2989216,40.42770962,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P067,21.27944994,40.40056268,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P076,21.26248644,40.39619772,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P078,21.85595039,40.99806271,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P085,21.33817924,40.43913451,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P086,21.28748234,40.44396941,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P095,21.32024203,40.43298929,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P122,21.26799123,40.41023249,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P124,21.26077813,40.40883333,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Child,Operating
P127,21.22457006,40.41139763,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P130,21.22668582,40.37719982,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P132,21.29794963,40.39093815,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P139,21.25105983,42.84516536,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Infant,Operating
P140,21.05807631,41.00543746,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P197,21.91230169,42.02879223,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P211,21.22132678,40.37181096,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P214,21.28416555,40.43242887,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Organic,Operating
P319,21.27524764,40.43340438,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Child,Operating
P440,21.22772642,40.37838823,HEAD4,I.Elsokkary,A.Barakat,Taif,Taif,Taif,Convenient,Infant,Operating
P108,17.48761378,47.10111843,HEAD4,M.Elsayed,A.Elshenawy,South,Najran,Sharorah,Convenient,Child,Operating
P185,17.48135939,42.67722346,HEAD4,M.Elsayed,A.Elshenawy,South,Jizan,Alhaqo,Convenient,Infant,Operating
P242,17.74207962,42.28104929,HEAD4,M.Elsayed,A.Elshenawy,South,Jizan,Aldarb,Convenient,Organic,Operating
P257,16.60435934,42.93635121,HEAD4,M.Elsayed,A.Elshenawy,South,Jizan,Samtah,Convenient,Organic,Operating
P258,16.9766522,42.8339325,HEAD4,M.Elsayed,A.Elshenawy,South,Jizan,Abou Areesh,Convenient,Organic,Operating
P259,17.0355243,43.0791293,HEAD4,M.Elsayed,A.Elshenawy,South,Jizan,Alardah,Convenient,Organic,Operating
P264,17.6440383,44.4733717,HEAD4,M.Elsayed,A.Elshenawy,South,Najran,Najran,Convenient,Organic,Operating
P295,16.8923947,42.5589447,HEAD4,M.Elsayed,A.Elshenawy,South,Jizan,Jizan,Convenient,Organic,Operating
P296,17.4900772,44.1347375,HEAD4,M.Elsayed,A.Elshenawy,South,Najran,Najran,Convenient,Child,Operating
P303,16.59005624,42.92586007,HEAD4,M.Elsayed,A.Elshenawy,South,Jizan,Samtah,Convenient,Child,Operating
P322,16.9000044,42.54958294,HEAD4,M.Elsayed,A.Elshenawy,South,Jizan,Jizan,Destination,Child,Operating
P331,16.71387561,42.9463605,HEAD4,M.Elsayed,A.Elshenawy,South,Jizan,Ahd Almasarha,Convenient,Child,Operating
P340,17.50400834,44.18780236,HEAD4,M.Elsayed,A.Elshenawy,South,Najran,Najran,Convenient,Infant,Operating
P341,17.54989466,44.25384851,HEAD4,M.Elsayed,A.Elshenawy,South,Najran,Najran,Convenient,Child,Operating
P342,17.53132656,44.21033816,HEAD4,M.Elsayed,A.Elshenawy,South,Najran,Najran,Convenient,Child,Operating
P351,16.95829354,42.56674458,HEAD4,M.Elsayed,A.Elshenawy,South,Jizan,Jizan,Convenient,Child,Operating
P357,16.70147398,42.11522575,HEAD4,M.Elsayed,A.Elshenawy,South,Jizan,Farasan,Convenient,Infant,Operating
P361,18.00794464,41.67944369,HEAD4,M.Elsayed,A.Elshenawy,South,Jizan,Alqahmah,Convenient,Child,Operating
P383,16.64821106,42.94275047,HEAD4,M.Elsayed,A.Elshenawy,South,Jizan,Samtah,Convenient,Infant,Operating
P393,17.50577997,44.34147214,HEAD4,M.Elsayed,A.Elshenawy,South,Najran,Najran,Convenient,Child,Operating
P399,16.95935166,42.81801114,HEAD4,M.Elsayed,A.Elshenawy,South,Jizan,Abou Areesh,Convenient,Infant,Operating
P407,17.57777201,44.23370031,HEAD4,M.Elsayed,A.Elshenawy,South,Najran,Najran,Convenient,Infant,Operating
P471,17.15866689,42.62733302,HEAD4,M.Elsayed,A.Elshenawy,South,Jizan,Sabya,Convenient,Infant,Operating
P481,17.02936088,43.04408249,HEAD4,M.Elsayed,A.Elshenawy,South,Jizan,Alardah,Convenient,Infant,Operating
P236,26.47971379,50.05532331,Diaa Jaber,Nour Saad,A.Radwan,East,AlQatif,AlQatif,Convenient,Organic,Operating
P244,25.43518022,49.57295897,Diaa Jaber,Nour Saad,A.Radwan,East,Dammam,AL-Ehsa,Convenient,Organic,Operating
P245,25.35418264,49.59749167,Diaa Jaber,Nour Saad,A.Radwan,East,Dammam,AL-Ehsa,Convenient,Organic,Operating
P250,25.36442705,49.61463222,Diaa Jaber,Nour Saad,A.Radwan,East,Dammam,AL-Ehsa,Convenient,Organic,Operating
P286,26.53840116,50.02515554,Diaa Jaber,Nour Saad,A.Radwan,East,AlQatif,AlQatif,Convenient,Organic,Operating
P320,26.5192005,50.03364453,Diaa Jaber,Nour Saad,A.Radwan,East,AlQatif,AlQatif,Convenient,Child,Operating
P343,25.37388889,49.61030572,Diaa Jaber,Nour Saad,A.Radwan,East,Dammam,AL-Ehsa,Convenient,Child,Operating
P352,25.34731122,49.59028089,Diaa Jaber,Nour Saad,A.Radwan,East,Dammam,AL-Ehsa,Convenient,Child,Operating
P355,25.32705519,49.56082136,Diaa Jaber,Nour Saad,A.Radwan,East,Dammam,AL-Ehsa,Convenient,Child,Operating
P363,28.41496235,45.9940146,Diaa Jaber,Nour Saad,A.Radwan,East,Hafr,Hafr,Convenient,Child,Operating
P364,28.39387915,45.95909805,Diaa Jaber,Nour Saad,A.Radwan,East,Hafr,Hafr,Convenient,Infant,Operating
P389,28.42538965,45.97990867,Diaa Jaber,Nour Saad,A.Radwan,East,Hafr,Hafr,Convenient,Child,Operating
P390,25.3973634,49.59780542,Diaa Jaber,Nour Saad,A.Radwan,East,Dammam,AL-Ehsa,Convenient,Infant,Operating
P391,28.39989804,45.98332801,Diaa Jaber,Nour Saad,A.Radwan,East,Hafr,Hafr,Convenient,Child,Operating
P406,25.38759158,49.60179074,Diaa Jaber,Nour Saad,A.Radwan,East,Dammam,AL-Ehsa,Convenient,Infant,Operating
P445,26.56511049,49.99419408,Diaa Jaber,Nour Saad,A.Radwan,East,AlQatif,AlQatif,Convenient,Infant,Operating
P448,27.47358695,48.47382035,Diaa Jaber,Nour Saad,A.Radwan,East,Dammam,Hafr,Convenient,Infant,Operating
P449,28.44452722,48.49238825,Diaa Jaber,Nour Saad,A.Radwan,East,Dammam,Hafr,Convenient,Infant,Operating
P492,26.277385,50.183629,Diaa Jaber,Nour Saad,A.Radwan,East,Dammam,Al-khober,Convenient,Pipeline,Pipeline
P004,21.53603088,39.19790569,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P007,21.57033288,39.22095509,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P029,21.51311295,39.18908779,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P036,21.55737366,39.18024409,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P037,21.58383207,39.21631399,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Provider,Organic,Operating
P038,21.54091001,39.19637079,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P042,21.56598174,39.21170822,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P044,21.57212839,39.20984124,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P048,21.55549239,39.21817239,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P110,21.51845114,39.18893767,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P119,21.57357201,39.21008298,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P149,21.57334808,39.20228271,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P153,21.55670168,39.17593758,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P155,21.60478943,39.21135642,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P165,21.52070156,39.15806275,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P248,21.54891108,39.18505523,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Provider,Organic,Operating
P395,21.53778618,39.19591597,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Provider,Child,Operating
P396,21.55775026,39.21355244,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Provider,Child,Operating
P421,21.53388058,39.16558064,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Provider,Infant,Operating
P433,21.50672469,39.18341697,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,Provider,Infant,Operating
P491,21.30100421,39.26213932,M. Salem,I.Elmasry,A.Siddeg ,Jeddah,JED-2,Jeddah,No Data,Pipeline,Pipeline
P002,24.49439741,39.58571969,Husien Wagieh,I.Melegy,Abdallah Bedewi,Madinah,Madinah,Madinah,Convenient,Organic,Operating
P005,24.51190188,39.56648833,Husien Wagieh,I.Melegy,Abdallah Bedewi,Madinah,Madinah,Madinah,Convenient,Organic,Operating
P014,24.48026565,39.59364014,Husien Wagieh,I.Melegy,Abdallah Bedewi,Madinah,Madinah,Madinah,Convenient,Organic,Operating
P019,24.45785518,39.53824054,Husien Wagieh,I.Melegy,Abdallah Bedewi,Madinah,Madinah,Madinah,Convenient,Organic,Operating
P101,24.43138799,39.58254487,Husien Wagieh,I.Melegy,Abdallah Bedewi,Madinah,Madinah,Madinah,Convenient,Organic,Operating
P120,24.42009469,39.59891715,Husien Wagieh,I.Melegy,Abdallah Bedewi,Madinah,Madinah,Madinah,Convenient,Organic,Operating
P184,24.47635498,39.55444068,Husien Wagieh,I.Melegy,Abdallah Bedewi,Madinah,Madinah,Madinah,Convenient,Organic,Operating
P186,24.38966003,39.62366386,Husien Wagieh,I.Melegy,Abdallah Bedewi,Madinah,Madinah,Madinah,Convenient,Organic,Operating
P415,24.4083339,39.58869215,Husien Wagieh,I.Melegy,Abdallah Bedewi,Madinah,Madinah,Madinah,Convenient,Infant,Operating
P454,24.42622186,39.51233059,Husien Wagieh,I.Melegy,Abdallah Bedewi,Madinah,Madinah,Madinah,Convenient,Infant,Operating
P121,20.01358451,42.62132966,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Bisha,Convenient,Child,Operating
P128,20.01338344,42.6069722,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Bisha,Convenient,Organic,Operating
P180,19.12112091,41.92172466,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Almajardha,Convenient,Organic,Operating
P188,19.99041347,42.60119373,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Bisha,Convenient,Organic,Operating
P226,19.97979851,42.59511257,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Bisha,Convenient,Organic,Operating
P230,19.09785509,42.13015609,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Bisha,Convenient,Infant,Operating
P233,18.53006508,42.05727448,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Mahayel Aseer,Convenient,Organic,Operating
P238,18.93483412,41.93056131,HEAD4,M.Elsayed,Abdallah Maher,South,Abha,Bariq,Convenient,Organic,Operating
P239,18.54382843,42.05593763,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Mahayel Aseer,Convenient,Organic,Operating
P260,19.97831634,42.59510102,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Bisha,Convenient,Organic,Operating
P261,20.00310388,42.59231949,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Bisha,Convenient,Child,Operating
P263,19.10909829,41.9261296,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Almajardha,Convenient,Organic,Operating
P293,19.12686502,42.12991934,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Namas,Convenient,Organic,Operating
P318,20.02322182,42.62249995,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Bisha,Convenient,Child,Operating
P324,19.53245804,43.51925832,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Bisha,Convenient,Child,Operating
P332,19.58118977,41.96082772,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Sabt,Convenient,Child,Operating
P426,18.54513881,42.03755528,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Mahayel Aseer,Convenient,Infant,Operating
P427,18.53462167,42.05201703,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Mahayel Aseer,Convenient,Infant,Operating
P429,19.57797412,41.96081121,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Bisha,Convenient,Infant,Operating
P458,19.59386,42.36437,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Bisha,Convenient,Infant,Operating
P473,19.99917786,42.59646915,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Bisha,Provider,Infant,Operating
P480,19.98843655,42.60093683,HEAD4,M.Elsayed,Abdallah Maher,South,Bisha,Bisha,Convenient,Infant,Operating
P001,21.54157963,39.28857135,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P017,21.51507527,39.17206265,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P098,21.51670111,39.22343772,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P114,21.51884971,39.17016437,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P125,21.47037309,39.22038742,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P151,21.51719537,39.16561493,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P152,21.50870066,39.24693886,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P156,21.48977686,39.22290667,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P157,21.51307922,39.22593818,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P158,21.54766867,39.23922348,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P159,21.51696846,39.23148112,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P169,21.46769041,39.22603142,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P201,21.57270348,39.24156332,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P204,21.55634054,39.29166682,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P228,21.52010544,39.22280355,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Organic,Operating
P307,21.56717302,39.24905739,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Child,Operating
P419,21.54675141,39.29011102,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Infant,Operating
P441,21.52124432,39.19064633,M. Salem,I.Elmasry,Ahmed Nada,Jeddah,JED-2,Jeddah,Convenient,Infant,Operating
P016,18.32868147,42.77759867,HEAD4,M.Elsayed,Hamdi Eslam,South,Abha,Abha,Convenient,Organic,Operating
P025,18.22446429,42.80187601,HEAD4,M.Elsayed,Hamdi Eslam,South,Abha,Abha,Convenient,Organic,Operating
P046,18.30339368,42.71622218,HEAD4,M.Elsayed,Hamdi Eslam,South,Abha,Abha,Convenient,Organic,Operating
P050,18.31674486,42.69617512,HEAD4,M.Elsayed,Hamdi Eslam,South,Abha,Abha,Convenient,Organic,Operating
P070,18.32686946,42.75501596,HEAD4,M.Elsayed,Hamdi Eslam,South,Abha,Abha,Convenient,Organic,Operating
P141,18.22360254,42.55604041,HEAD4,M.Elsayed,Hamdi Eslam,South,Abha,Abha,Destination,Organic,Operating
P175,18.25642605,42.78424122,HEAD4,M.Elsayed,Hamdi Eslam,South,Abha,Abha,Convenient,Organic,Operating
P176,18.23154541,42.55618966,HEAD4,M.Elsayed,Hamdi Eslam,South,Abha,Abha,Convenient,Organic,Operating
P178,18.30880683,42.68948491,HEAD4,M.Elsayed,Hamdi Eslam,South,Abha,Abha,Convenient,Organic,Operating
P179,18.33073953,42.7612491,HEAD4,M.Elsayed,Hamdi Eslam,South,Abha,Abha,Convenient,Organic,Operating
